id,title,context,triplets
Monument-Id16-2,"Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania, which has Carroll county, Maryland to its southeast and Cumberland county, Pennsylvania to its north.","<triplet> Adams_County,_Pennsylvania  <subj>  Cumberland_County,_Pennsylvania<obj> hasToItsNorth "
Monument-Id17-1,"Adams_County,_Pennsylvania ","Adams County Pennsylvania is the location of the 11th Mississippi Infantry monument. Frederick County, Maryland is to the southwest and Carroll County to the southeast.","<triplet> Adams_County,_Pennsylvania  <subj>  Carroll_County,_Maryland<obj> hasToItsSoutheast "
Monument-Id17-2,"Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. It is easily reachable from Maryland, having Carroll County to its southeast, and Frederick County to the southwest.","<triplet> Adams_County,_Pennsylvania  <subj>  Frederick_County,_Maryland<obj> hasToItsSouthwest "
Monument-Id18-1,Atatürk_Monument_(İzmir) ,"The Atatürk Monument (İzmir) was designed by Pietro Canonica, and can be found in Turkey, where the capital is Ankara.",<triplet> Atatürk_Monument_(İzmir)  <subj>  Pietro_Canonica<obj> designer 
Monument-Id18-2,Turkey ,"Pietro Canonica is the designer of the Ataturk Monument (Izmir) in Turkey, where the capital is Ankara.",<triplet> Turkey  <subj>  Ankara<obj> capital 
Monument-Id19-1,Atatürk_Monument_(İzmir) ,"The Pietro Canonica designed Ataturk Monument was inaugurated on 27th July, 1932 and is located in Turkey.","<triplet> Atatürk_Monument_(İzmir)  <subj>  ""1932-07-27""<obj> inaugurationDate "
Monument-Id19-2,Atatürk_Monument_(İzmir) ,"Pietro Canonica designed the Ataturk monument which is located in Izmir, Turkey. It was inaugurated on 27 July 1932.",<triplet> Atatürk_Monument_(İzmir)  <subj>  Turkey<obj> location 
Monument-Id19-3,Atatürk_Monument_(İzmir) ,"The Ataturk Monument in Turkey, designed by Pietro Canonica, was inaugurated on the 1932-07-27.",<triplet> Atatürk_Monument_(İzmir)  <subj>  Pietro_Canonica<obj> designer 
Monument-Id20-1,Atatürk_Monument_(İzmir) ,"The inauguration date of the Atatürk Monument, made of Bronze, in Izmir is the 27th of July, 1932 and located in İzmir, Turkey.","<triplet> Atatürk_Monument_(İzmir)  <subj>  ""1932-07-27""<obj> inaugurationDate "
Monument-Id20-2,Atatürk_Monument_(İzmir) ,"The bronze Ataturk monument is located in Izmir, Turkey and was inaugurated on 27 July 1932.",<triplet> Atatürk_Monument_(İzmir)  <subj>  Turkey<obj> location 
Monument-Id21-1,Azerbaijan ,The Baku Turkish Martyrs' Memorial is located in the capital city Baku in Azerbaijan where its leader is Artur Rasizade.,<triplet> Azerbaijan  <subj>  Baku<obj> capital 
Monument-Id21-2,Baku_Turkish_Martyrs'_Memorial ,Artur Rasizade is the leader of Azerbaijan. The capital is Baku where the Turkish martyrs memorial is located.,<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  Azerbaijan<obj> location 
Monument-Id21-3,Azerbaijan ,"The Baku Turkish Martyrs' Memorial is located in Baku, the capital of Azerbaijan, led by Artur Rasizade.",<triplet> Azerbaijan  <subj>  Artur_Rasizade<obj> leader 
Monument-Id22-1,Azerbaijan ,"The Turkish martyrs memorial is located in Baku, Azerbaijan, which has Artur Rasizade as its Prime Minister and leader.",<triplet> Azerbaijan  <subj>  Prime_Minister_of_Azerbaijan<obj> leaderTitle 
Monument-Id22-2,Baku_Turkish_Martyrs'_Memorial ,"The Baku Turkish Martyrs' Memorial is found in Azerbaijan, a country led by the Prime Minister Artur Rasizade.",<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  Azerbaijan<obj> location 
Monument-Id23-1,Azerbaijan ,Huseyin Butuner and Hilmi Guner designed the Baku Turkish Martyrs memorial which is located in Azerbaijan. The official title of the leader of that country is the Prime Minister of Azerbaijan.,<triplet> Azerbaijan  <subj>  Prime_Minister_of_Azerbaijan<obj> leaderTitle 
Monument-Id23-2,Baku_Turkish_Martyrs'_Memorial ,"The Baku Turkish Martyrs' Memorial, designed by Huseyin Butuner and Hilmi Guner, is located in Azerbaijan, where the title of the leader is Prime Minister of Azerbaijan.",<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  Azerbaijan<obj> location 
Monument-Id24-1,Baku_Turkish_Martyrs'_Memorial ,Huseyin Butuner and Hilmi Guner designed the Baku Turkish Martyrs memorial in red granite and white marble. It is dedicated to the soldiers of the Ottoman army who died in the battle of Baku.,"<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  ""Ottoman Army soldiers killed in the Battle of Baku""<obj> dedicatedTo "
Monument-Id24-2,Baku_Turkish_Martyrs'_Memorial ,Huseyin Butuner and Hilmi Guner designed the Baku Turkish Martyrs memorial in red granite and white marble. It is dedicated to the Ottoman Army soldiers who died in the battle of Baku.,"<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  ""Hüseyin Bütüner and Hilmi Güner""<obj> designer "
Monument-Id24-3,Baku_Turkish_Martyrs'_Memorial ,"The Baku Turkish Martyrs' Memorial, designed by Huseyin Butuner and Hilmi Guner, is made from red granite and white marble, and is dedicated to the Ottoman Army Soldiers killed in the Battle of Baku.","<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  ""Red granite and white marble""<obj> material "
Monument-Id25-1,Baku_Turkish_Martyrs'_Memorial ,The Baku Turkish Martyrs memorial is made of red granite and white marble and can be found in Azerbaijan. It is also known as Turk Sehitleri Aniti.,<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  Azerbaijan<obj> location 
Monument-Id25-2,Baku_Turkish_Martyrs'_Memorial ,"The red granite and white marble Baku Turkish Martyrs memorial, the native name being Turk Sehitleri Aniti, is found in Azerbaijan.","<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  ""Türk Şehitleri Anıtı""<obj> nativeName "
Monument-Id25-3,Baku_Turkish_Martyrs'_Memorial ,"The red granite and white marble Baku Turkish Martyrs' Memorial is located in Azerbaijan, where its local name is Turk Sehitleri Aniti.","<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  ""Red granite and white marble""<obj> material "
Monument-Id26-1,Baku_Turkish_Martyrs'_Memorial ,Huseyin Butuner and Hilmi Guner designed the Baku Turkish Martyrs memorial from red granite and white marble. The native name for this memorial is Turk Sehitleri Aniti.,"<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  ""Türk Şehitleri Anıtı""<obj> nativeName "
Monument-Id26-2,Baku_Turkish_Martyrs'_Memorial ,Huseyin Butuner and Hilmi Guner designed the Baku Turkish Martyrs memorial in red granite and white marble. The native name of the memorial is Turk Sehitleri Aniti.,"<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  ""Hüseyin Bütüner and Hilmi Güner""<obj> designer "
Monument-Id26-3,Baku_Turkish_Martyrs'_Memorial ,"The Baku Turkish Martyrs Memorial was designed in red granite and white marble by Hüseyin Bütüner and Hilmi Güner, and is known in Turkish as Turk Sehitleri Aniti.","<triplet> Baku_Turkish_Martyrs'_Memorial  <subj>  ""Red granite and white marble""<obj> material "
Monument-Id27-1,Dead_Man's_Plack ,"The Dead Man's Plack in England, made with rock, is dedicated to Æthelwald, Ealdorman of East Anglia.",<triplet> Dead_Man's_Plack  <subj>  England<obj> location 
Monument-Id27-2,Dead_Man's_Plack ,"Dead Man's Plack in England is made of rock and dedicated to AEthelwald, Ealdorman of East Anglia.","<triplet> Dead_Man's_Plack  <subj>  Æthelwald,_Ealdorman_of_East_Anglia<obj> dedicatedTo "
Monument-Id28-1,Dead_Man's_Plack ,"Dead Man's Plack, which is located in England is dedicated to AEthelwald, Ealdorman of East Anglia. England is also home of the Cornish language which is still spoken.",<triplet> Dead_Man's_Plack  <subj>  England<obj> location 
Monument-Id28-2,Dead_Man's_Plack ,"The Dead Man's Plack, dedicated to Æthelwald, Ealdorman of East Anglia, is located in England, where one of the languages spoken is Cornish (in the Cornwall region).","<triplet> Dead_Man's_Plack  <subj>  Æthelwald,_Ealdorman_of_East_Anglia<obj> dedicatedTo "
Monument-Id28-3,England ,"The Dead Man's Plack, dedicated to Æthelwald, Ealdorman of East Anglia, is located in England, where the Cornish language is spoken.",<triplet> England  <subj>  Cornish_language<obj> language 
Monument-Id29-1,Dead_Man's_Plack ,"The Dead Man's Plack is found in England (capital: London), and is dedicated to Æthelwald, Ealdorman of East Anglia.",<triplet> Dead_Man's_Plack  <subj>  England<obj> location 
Monument-Id30-1,Dead_Man's_Plack ,One of the ethnic groups in England is the British Arabs. The capital of England is London and England is also the home of Dead Mans Plack.,<triplet> Dead_Man's_Plack  <subj>  England<obj> location 
Monument-Id30-2,England ,"The British Arabs is an English ethnic group. In the country, you can also find the monument called the Dead Man's Plack, and the capital city of London.",<triplet> England  <subj>  British_Arabs<obj> ethnicGroup 
Monument-Id30-3,England ,The Dead Man's Plack is located in England whose capital is London; the British Arabs are an English ethnic group.,<triplet> England  <subj>  London<obj> capital 
Monument-Id31-1,Dead_Man's_Plack ,"England is a country where Cornish is spoken in the Cornwall region, British Arabs are an ethnic group and Dead Man's Plack is found.",<triplet> Dead_Man's_Plack  <subj>  England<obj> location 
Monument-Id31-2,England ,The Cornish language is still spoken in England where one can find Dead Man's Plack. One of the ethnic groups to be found in England is that of the British Arabs.,<triplet> England  <subj>  British_Arabs<obj> ethnicGroup 
Monument-Id31-3,England ,"The Dead Man's Plack is in England, a country which includes the ethnic group of British Arabs, and has Cornish as one of its languages.",<triplet> England  <subj>  Cornish_language<obj> language 
Monument-Id32-1,Dead_Man's_Plack ,"Dead Man's Plack, made of rock, is in England, where the established religion in England is The Church of England.",<triplet> Dead_Man's_Plack  <subj>  England<obj> location 
Monument-Id32-2,England ,Dead Man's Plack is a rock monument found in England where the established religion is The Church of England.,<triplet> England  <subj>  Church_of_England<obj> religion 
Monument-Id32-3,Dead_Man's_Plack ,Dead Mans Plack is made of rock and located in England where the established religion is The Church of England.,<triplet> Dead_Man's_Plack  <subj>  Rock_(geology)<obj> material 
Monument-Id33-1,Monocacy_National_Battlefield ,"Frederick County, Maryland is the location of the Monocacy National Battlefield. The Battlefield is the location of the 14th New Jersey Volunteer Infantry Monument, which is categorised as a historic district of the US.","<triplet> Monocacy_National_Battlefield  <subj>  Frederick_County,_Maryland<obj> location "
Monument-Id33-2,14th_New_Jersey_Volunteer_Infantry_Monument ,"The 14th New Jersey Volunteer Infantry Monument, a historic district in the United States, is located in the district of the Monocacy National Battlefield in Frederick County, Maryland.",<triplet> 14th_New_Jersey_Volunteer_Infantry_Monument  <subj>  Historic_districts_in_the_United_States<obj> category 
Monument-Id33-3,14th_New_Jersey_Volunteer_Infantry_Monument ,"The 14th New Jersey Volunteer Infantry Monument, located on the Monocacy National Battlefield in Frederick County, Maryland, is categorised as a historic district in the United States.",<triplet> 14th_New_Jersey_Volunteer_Infantry_Monument  <subj>  Monocacy_National_Battlefield<obj> district 
Monument-Id34-1,Monocacy_National_Battlefield ,"Frederick, Maryland, is the nearest city to the Monocacy National Battlefields situated in Frederick County. This district is the location of the 14th New Jersey Volunteer Infantry Monument.","<triplet> Monocacy_National_Battlefield  <subj>  Frederick_County,_Maryland<obj> location "
Monument-Id34-2,14th_New_Jersey_Volunteer_Infantry_Monument ,"The 14th New Jersey Volunteer Infantry Monument is located on the Monocacy National Battlefield in Frederick County, Maryland, which is also its nearest city.",<triplet> 14th_New_Jersey_Volunteer_Infantry_Monument  <subj>  Monocacy_National_Battlefield<obj> district 
Monument-Id35-1,Turkey ,"The Ataturk monument was inaugurated on 27 July 1932 in Izmir, Turkey. The capital of Turkey is Ankara.",<triplet> Turkey  <subj>  Ankara<obj> capital 
Monument-Id35-2,Atatürk_Monument_(İzmir) ,"The Atatürk Monument (inaugurated July 27th, 1932) is located in İzmir, Turkey, where the capital city is Ankara.","<triplet> Atatürk_Monument_(İzmir)  <subj>  ""1932-07-27""<obj> inaugurationDate "
Monument-Id35-3,Atatürk_Monument_(İzmir) ,"The Atatürk Monument in Izmir was inaugurated on the 27th of July, 1932, and is found in Turkey (capital: Ankara).",<triplet> Atatürk_Monument_(İzmir)  <subj>  Turkey<obj> location 
Monument-Id36-1,Turkey ,"The Ataturk monument (Izmir) is located in Turkey, where the largest city is Istanbul and the capital is Ankara.",<triplet> Turkey  <subj>  Ankara<obj> capital 
Monument-Id36-2,Turkey ,"The Atatürk Monument is located in Turkey, where the capital city is Ankara and the largest city is Istanbul.",<triplet> Turkey  <subj>  Istanbul<obj> largestCity 
Monument-Id36-3,Atatürk_Monument_(İzmir) ,"The Atatürk Monument is located in İzmir, Turkey, where the capital is Ankara and the largest city is Istanbul.",<triplet> Atatürk_Monument_(İzmir)  <subj>  Turkey<obj> location 
Monument-Id37-1,Turkey ,"Turkey's largest city is Istanbul, its currency is the lira and it has the Ataturk Monument in Izmir.",<triplet> Turkey  <subj>  Istanbul<obj> largestCity 
Monument-Id37-2,Turkey ,Istanbul is the largest city in Turkey but the Ataturk monument is located in Izmir. The Turkish currency is known as the Turkish lira.,<triplet> Turkey  <subj>  Turkish_lira<obj> currency 
Monument-Id38-1,Turkey ,"Turkey, where the leader is Ahmet Davutoglu, is the location of the bronze Ataturk monument in Izmir.",<triplet> Turkey  <subj>  Ahmet_Davutoğlu<obj> leader 
Monument-Id38-2,Atatürk_Monument_(İzmir) ,"The bronze Atatürk Monument (İzmir) is found in Turkey, where the leader is Ahmet Davutoglu.","<triplet> Atatürk_Monument_(İzmir)  <subj>  ""Bronze""<obj> material "
Monument-Id38-3,Atatürk_Monument_(İzmir) ,"The bronze Atatürk monument is in Turkey, where the leader is Ahmet Davutoğlu.",<triplet> Atatürk_Monument_(İzmir)  <subj>  Turkey<obj> location 
Monument-Id39-1,Turkey ,"The Ataturk Monument (Izmir) is located in Turkey, where the leader is Ahmet Davutoglu and the currency is the Turkish Lira.",<triplet> Turkey  <subj>  Ahmet_Davutoğlu<obj> leader 
Monument-Id39-2,Turkey ,"The Atatürk Monument is located in İzmir, Turkey, where the leader is Ahmet Davutoğlu and the currency is the lira.",<triplet> Turkey  <subj>  Turkish_lira<obj> currency 
Monument-Id40-1,Turkey ,"Turkey, where the official title of the leader is President, is the location of the Ataturk Monument. The monument was inaugurated on 27 July 1932.",<triplet> Turkey  <subj>  President_of_Turkey<obj> leaderTitle 
Monument-Id40-2,Atatürk_Monument_(İzmir) ,"The Atatürk Monument (İzmir) was inaugurated on July 27th, 1932 and can be found in Turkey, where the title of the leader is President of Turkey.","<triplet> Atatürk_Monument_(İzmir)  <subj>  ""1932-07-27""<obj> inaugurationDate "
Monument-Id40-3,Atatürk_Monument_(İzmir) ,"The Atatürk Monument, located in Izmir, Turkey (led by the President of Turkey), was inaugurated on the 27th of July, 1932.",<triplet> Atatürk_Monument_(İzmir)  <subj>  Turkey<obj> location 
Monument-Id41-1,Turkey ,Ahmet Davutoglu is the President of Turkey. The Ataturk Monument (Izmir) is located in Turkey.,<triplet> Turkey  <subj>  President_of_Turkey<obj> leaderTitle 
Monument-Id41-2,Turkey ,"Ahmet Davutoglu is the leader of Turkey, officially known as the President of Turkey. This country is where the Ataturk monument (Izmir) can be located.",<triplet> Turkey  <subj>  Ahmet_Davutoğlu<obj> leader 
Monument-Id41-3,Atatürk_Monument_(İzmir) ,"The Atatürk Monument is in Turkey, where Ahmet Davutoglu is the leader and holds the title of President of Turkey.",<triplet> Atatürk_Monument_(İzmir)  <subj>  Turkey<obj> location 
Airport-Id1-1,Aarhus_Airport ,"Aarhus Airport is located in Tirstrup, Denmark; where the language is Danish.",<triplet> Aarhus_Airport  <subj>  Tirstrup<obj> location 
Airport-Id1-2,Tirstrup ,"Aarhus Airport is located in Tirstrup, Denmark where the language spoken is Danish.",<triplet> Tirstrup  <subj>  Denmark<obj> country 
Airport-Id1-3,Denmark ,"Aarhus Airport is located in Tirstrup, Denmark where the Danish language is spoken.",<triplet> Denmark  <subj>  Danish_language<obj> language 
Airport-Id2-1,Aarhus_Airport ,The location of Aarhus Airport is Tirstrup which is in Denmark where one of the languages is Faroese.,<triplet> Aarhus_Airport  <subj>  Tirstrup<obj> location 
Airport-Id2-2,Tirstrup ,"The location of Aarhus Airport is Tirstrup, in Denmark where one of the languages is Faroese.",<triplet> Tirstrup  <subj>  Denmark<obj> country 
Airport-Id2-3,Denmark ,"Aarhus Airport is in Tirstrup, Denmark. Faroese is the language there.",<triplet> Denmark  <subj>  Faroese_language<obj> language 
Airport-Id3-1,Aarhus_Airport ,"Tirstrup is located in Denmark, where people speak German. Aarhus Airport serves Tirstrup.",<triplet> Aarhus_Airport  <subj>  Tirstrup<obj> location 
Airport-Id3-2,Tirstrup ,"Aarhus Airport is located in Tirstrup, Denmark where the German language is spoken.",<triplet> Tirstrup  <subj>  Denmark<obj> country 
Airport-Id3-3,Denmark ,"Aarhus Airport is located in Tirstrup, Denmark. German is the language spoken in that country.",<triplet> Denmark  <subj>  German_language<obj> language 
Airport-Id4-1,Aarhus_Airport ,"Aarhus Airport is located in Tirstrup, Denmark and Greenlandic is the official language in Denmark.",<triplet> Aarhus_Airport  <subj>  Tirstrup<obj> location 
Airport-Id4-2,Tirstrup ,The location of Aarhus Airport is Tirstrup which is in Denmark where one of the languages spoken is Greenlandic.,<triplet> Tirstrup  <subj>  Denmark<obj> country 
